Date,Tanggal,Bulan,Tahun,HargaJual,HargaBeli,Inflasi,HargaMinyak,KursJual,Kursbeli
30/11/2017,30,11,2017,555000,585824,3.3,57.4,13582,13446
29/11/2017,29,11,2017,558000,586834,3.3,57.3,13583,13447
28/11/2017,28,11,2017,560000,584816,3.3,57.99,13595,13459
27/11/2017,27,11,2017,558000,585824,3.3,58.11,13579,13443
26/11/2017,26,11,2017,558000,586834,3.3,58.95,13574,13438
25/11/2017,25,11,2017,558000,586834,3.3,58.95,13574,13438
24/11/2017,24,11,2017,558000,586834,3.3,58.95,13574,13438
23/11/2017,23,11,2017,559000,584816,3.3,58.38,13571,13435
22/11/2017,22,11,2017,557000,582798,3.3,58.02,13591,13455
21/11/2017,21,11,2017,556000,588852,3.3,56.83,13612,13476
20/11/2017,20,11,2017,561000,583807,3.3,56.09,13597,13461
19/11/2017,19,11,2017,556000,583807,3.3,56.55,13585,13449
18/11/2017,18,11,2017,556000,583807,3.3,56.55,13585,13449
17/11/2017,17,11,2017,556000,583807,3.3,56.55,13585,13449
16/11/2017,16,11,2017,556000,583807,3.3,55.14,13606,13470
15/11/2017,15,11,2017,556000,582798,3.3,55.33,13607,13471
14/11/2017,14,11,2017,556000,581789,3.3,55.7,13610,13474
13/11/2017,13,11,2017,557000,585825,3.3,56.76,13623,13487
12/11/2017,12,11,2017,557000,584816,3.3,56.74,13582,13446
11/11/2017,11,11,2017,557000,584816,3.3,56.74,13582,13446
10/11/2017,10,11,2017,557000,584816,3.3,56.74,13582,13446
9/11/2017,9,11,2017,555000,582798,3.3,57.17,13582,13446
8/11/2017,8,11,2017,553000,584816,3.3,56.81,13592,13456
7/11/2017,7,11,2017,555000,583807,3.3,57.2,13572,13436
6/11/2017,6,11,2017,554000,585825,3.3,57.35,13597,13461
5/11/2017,5,11,2017,557000,585825,3.3,55.64,13568,13432
4/11/2017,4,11,2017,557000,585825,3.3,55.64,13568,13432
3/11/2017,3,11,2017,557000,585825,3.3,55.64,13568,13432
2/11/2017,2,11,2017,558000,582798,3.3,54.54,13630,13494
1/11/2017,1,11,2017,555000,585825,3.3,54.3,13660,13524
31/10/2017,31,10,2017,557000,586834,3.58,54.38,13640,13504
30/10/2017,30,10,2017,557000,581789,3.58,54.15,13648,13512
29/10/2017,29,10,2017,552000,587843,3.58,53.9,13698,13562
28/10/2017,28,10,2017,552000,587843,3.58,53.9,13698,13562
27/10/2017,27,10,2017,552000,587843,3.58,53.9,13698,13562
26/10/2017,26,10,2017,558000,584816,3.58,52.64,13628,13492
25/10/2017,25,10,2017,555000,588852,3.58,52.18,13638,13502
24/10/2017,24,10,2017,558000,583807,3.58,52.47,13597,13461
23/10/2017,23,10,2017,555000,587843,3.58,51.9,13603,13467
22/10/2017,22,10,2017,558000,582798,3.58,51.47,13585,13449
21/10/2017,21,10,2017,558000,582798,3.58,51.47,13585,13449
20/10/2017,20,10,2017,558000,582798,3.58,51.47,13585,13449
19/10/2017,19,10,2017,553300,583807,3.58,51.29,13589,13453
18/10/2017,18,10,2017,553300,585825,3.58,52.04,13582,13446
17/10/2017,17,10,2017,555000,589861,3.58,51.88,13557,13423
16/10/2017,16,10,2017,560000,585825,3.58,51.87,13550,13416
15/10/2017,15,10,2017,557000,583807,3.58,51.45,13576,13440
14/10/2017,14,10,2017,557000,583807,3.58,51.45,13576,13440
13/10/2017,13,10,2017,557000,583807,3.58,51.45,13576,13440
12/10/2017,12,10,2017,558000,581789,3.58,50.6,13589,13453
11/10/2017,11,10,2017,557000,578762,3.58,51.3,13577,13441
10/10/2017,10,10,2017,550000,573717,3.58,50.92,13558,13424
9/10/2017,9,10,2017,547000,567663,3.58,49.58,13572,13436
8/10/2017,8,10,2017,544000,567658,3.58,49.29,13552,13418
7/10/2017,7,10,2017,544000,567658,3.58,49.29,13552,13418
6/10/2017,6,10,2017,544000,567658,3.58,49.29,13552,13418
5/10/2017,5,10,2017,544000,567000,3.58,50.79,13550,13416
4/10/2017,4,10,2017,544000,564000,3.58,49.98,13556,13422
3/10/2017,3,10,2017,545000,566000,3.58,50.42,13650,13514
2/10/2017,2,10,2017,545000,568000,3.58,50.58,13566,13432
1/10/2017,1,10,2017,545000,565000,3.72,51.67,13559,13425
30/09/2017,30,9,2017,545000,565000,3.72,51.67,13559,13425
29/09/2017,29,9,2017,545000,565000,3.72,51.67,13559,13425
28/09/2017,28,9,2017,543000,567000,3.72,51.56,13531,13397
27/09/2017,27,9,2017,545000,570000,3.72,52.14,13451,13317
26/09/2017,26,9,2017,547000,566000,3.72,51.88,13415,13281
25/09/2017,25,9,2017,543000,564000,3.72,52.22,13372,13238
24/09/2017,24,9,2017,544000,569000,3.72,50.66,13392,13258
23/09/2017,23,9,2017,544000,569000,3.72,50.66,13392,13258
22/09/2017,22,9,2017,544000,569000,3.72,50.66,13392,13258
21/09/2017,21,9,2017,548000,567000,3.72,50.55,13336,13204
20/09/2017,20,9,2017,548000,567000,3.72,50.41,13336,13204
19/09/2017,19,9,2017,545000,569000,3.72,49.48,13324,13192
18/09/2017,18,9,2017,547000,574000,3.72,49.91,13304,13172
17/09/2017,17,9,2017,552000,569000,3.72,49.89,13327,13195
16/09/2017,16,9,2017,552000,569000,3.72,49.89,13327,13195
15/09/2017,15,9,2017,552000,569000,3.72,49.89,13327,13195
14/09/2017,14,9,2017,547000,572000,3.72,49.89,13305,13173
13/09/2017,13,9,2017,550000,571000,3.72,49.3,13275,13143
12/9/2017,12,9,2017,550000,577000,3.72,48.23,13252,13120
11/9/2017,11,9,2017,560000,582000,3.72,48.07,13220,13088
10/9/2017,10,9,2017,562000,576000,3.72,47.48,13350,13218
9/9/2017,9,9,2017,562000,576000,3.72,47.48,13350,13218
8/9/2017,8,9,2017,562000,576000,3.72,47.48,13350,13218
7/9/2017,7,9,2017,556000,579000,3.72,49.09,13398,13264
6/9/2017,6,9,2017,559000,577000,3.72,49.16,13404,13270
5/9/2017,5,9,2017,557000,578000,3.72,48.66,13403,13269
4/9/2017,4,9,2017,557000,571000,3.72,47.41,13412,13278
3/9/2017,3,9,2017,550000,571000,3.72,47.32,13418,13284
2/9/2017,2,9,2017,550000,571000,3.72,47.29,13418,13284
1/9/2017,1,9,2017,550000,571000,3.72,47.29,13418,13284
31/08/2017,31,8,2017,550000,571000,3.82,47.23,13418,13284
30/08/2017,30,8,2017,550000,574000,3.82,45.96,13410,13276
29/08/2017,29,8,2017,553000,565000,3.82,46.44,13415,13281
28/08/2017,28,8,2017,541000,563000,3.82,46.57,13405,13271
27/08/2017,27,8,2017,539000,564000,3.82,47.87,13415,13281
26/08/2017,26,8,2017,539000,564000,3.82,47.87,13415,13281
25/08/2017,25,8,2017,539000,564000,3.82,47.87,13415,13281
24/08/2017,24,8,2017,539000,561000,3.82,47.43,13421,13287
23/08/2017,23,8,2017,536000,564000,3.82,48.41,13409,13275
22/08/2017,22,8,2017,540000,562000,3.82,47.64,13405,13271
21/08/2017,21,8,2017,538000,564000,3.82,47.37,13422,13288
20/08/2017,20,8,2017,540000,558000,3.82,48.51,13435,13301
19/08/2017,19,8,2017,540000,558000,3.82,48.51,13435,13301
18/08/2017,18,8,2017,540000,558000,3.82,48.51,13435,13301
17/08/2017,17,8,2017,533000,559000,3.82,47.09,13441,13307
16/08/2017,16,8,2017,533000,559000,3.82,46.78,13441,13307
15/08/2017,15,8,2017,535000,561000,3.82,47.55,13411,13277
14/08/2017,14,8,2017,537000,561000,3.82,47.59,13411,13277
13/08/2017,13,8,2017,535000,558000,3.82,48.82,13437,13303
12/8/2017,12,8,2017,535000,558000,3.82,48.82,13437,13303
11/8/2017,11,8,2017,535000,558000,3.82,48.82,13437,13303
10/8/2017,10,8,2017,531000,555000,3.82,48.59,13405,13271
9/8/2017,9,8,2017,530000,553000,3.82,49.56,13391,13257
8/8/2017,8,8,2017,529000,553000,3.82,49.17,13386,13252
7/8/2017,7,8,2017,529000,557000,3.82,49.39,13386,13252
6/8/2017,6,8,2017,534000,557000,3.82,49.58,13391,13257
5/8/2017,5,8,2017,534000,557000,3.82,49.58,13391,13257
4/8/2017,4,8,2017,534000,557000,3.82,49.58,13391,13257
3/8/2017,3,8,2017,534000,557000,3.82,49.03,13397,13263
2/8/2017,2,8,2017,534000,557000,3.82,49.59,13398,13264
1/8/2017,1,8,2017,534000,558000,3.82,49.16,13385,13251
31/07/2017,31,7,2017,536000,555000,3.88,50.17,13390,13256
30/07/2017,30,7,2017,533000,550000,3.88,49.71,13393,13259
29/07/2017,29,7,2017,533000,550000,3.88,49.71,13393,13259
28/07/2017,28,7,2017,533000,550000,3.88,49.71,13393,13259
27/07/2017,27,7,2017,533000,550000,3.88,49.04,13382,13248
26/07/2017,26,7,2017,528000,553000,3.88,48.75,13401,13267
25/07/2017,25,7,2017,529000,554000,3.88,47.89,13387,13253
24/07/2017,24,7,2017,530000,550000,3.88,46.34,13386,13252
23/07/2017,23,7,2017,528000,550000,3.88,45.77,13390,13256
22/07/2017,22,7,2017,528000,550000,3.88,45.77,13390,13256
21/07/2017,21,7,2017,528000,550000,3.88,45.77,13390,13256
20/07/2017,20,7,2017,528000,550000,3.88,46.79,13387,13253
19/07/2017,19,7,2017,528000,547000,3.88,47.12,13371,13237
18/07/2017,18,7,2017,526000,547000,3.88,46.4,13381,13247
17/07/2017,17,7,2017,527000,542000,3.88,46.02,13380,13246
16/07/2017,16,7,2017,522000,542000,3.88,46.54,13414,13280
15/07/2017,15,7,2017,522000,542000,3.88,46.54,13414,13280
14/07/2017,14,7,2017,522000,542000,3.88,46.54,13414,13280
13/07/2017,13,7,2017,522000,542000,3.88,46.08,13409,13275
12/7/2017,12,7,2017,522000,540000,3.88,45.49,13435,13301
11/7/2017,11,7,2017,521000,539000,3.88,45.04,13454,13320
10/7/2017,10,7,2017,520000,542000,3.88,44.4,13475,13341
9/7/2017,9,7,2017,522000,543000,3.88,44.23,13464,13330
8/7/2017,8,7,2017,522000,543000,3.88,44.23,13464,13330
7/7/2017,7,7,2017,522000,543000,3.88,44.23,13464,13330
6/7/2017,6,7,2017,524000,544000,3.88,45.52,13431,13297
5/7/2017,5,7,2017,525000,541000,3.88,45.13,13416,13282
4/7/2017,4,7,2017,520000,545000,3.88,47.13,13453,13319
3/7/2017,3,7,2017,529000,547600,3.88,47.07,13392,13258
2/7/2017,2,7,2017,531000,546000,3.88,46.04,13386,13252
1/7/2017,1,7,2017,531000,546000,3.88,46.04,13386,13252
30/06/2017,30,6,2017,531000,546000,4.37,46.04,13386,13252
29/06/2017,29,6,2017,531000,546000,4.37,44.93,13386,13252
28/06/2017,28,6,2017,531000,546000,4.37,44.74,13386,13252
27/06/2017,27,6,2017,531000,546000,4.37,44.24,13386,13252
26/06/2017,26,6,2017,531000,546000,4.37,43.38,13386,13252
25/06/2017,25,6,2017,531000,546000,4.37,43.01,13386,13252
24/06/2017,24,6,2017,531000,546000,4.37,43.01,13386,13252
23/06/2017,23,6,2017,531000,546000,4.37,43.01,13386,13252
22/06/2017,22,6,2017,531000,546000,4.37,42.74,13386,13252
21/06/2017,21,6,2017,530000,545000,4.37,42.53,13368,13234
20/06/2017,20,6,2017,534000,549000,4.37,43.23,13363,13231
19/06/2017,19,6,2017,534000,548000,4.37,44.2,13352,13220
18/06/2017,18,6,2017,533000,550000,4.37,44.74,13364,13232
17/06/2017,17,6,2017,533000,550000,4.37,44.74,13364,13232
16/06/2017,16,6,2017,533000,550000,4.37,44.74,13364,13232
15/06/2017,15,6,2017,536000,552000,4.37,44.46,13348,13216
14/06/2017,14,6,2017,538000,550000,4.37,44.73,13352,13220
13/06/2017,13,6,2017,538000,552000,4.37,46.46,13360,13228
12/6/2017,12,6,2017,541000,554000,4.37,46.08,13358,13226
11/6/2017,11,6,2017,542000,556000,4.37,45.83,13358,13226
10/6/2017,10,6,2017,542000,556000,4.37,45.83,13358,13226
9/6/2017,9,6,2017,542000,556000,4.37,45.83,13358,13226
8/6/2017,8,6,2017,544000,559000,4.37,45.83,13383,13249
7/6/2017,7,6,2017,546000,555000,4.37,45.64,13374,13240
6/6/2017,6,6,2017,542000,555000,4.37,45.72,13351,13219
5/6/2017,5,6,2017,542000,550000,4.37,48.19,13353,13221
4/6/2017,4,6,2017,536000,549000,4.37,47.4,13378,13244
3/6/2017,3,6,2017,536000,549000,4.37,47.66,13378,13244
2/6/2017,2,6,2017,536000,549000,4.37,47.66,13378,13244
1/6/2017,1,6,2017,535000,550000,4.37,48.36,13388,13254
31/05/2017,31,5,2017,535000,550000,4.33,48.32,13388,13254
30/05/2017,30,5,2017,536000,550000,4.33,49.66,13403,13269
29/05/2017,29,5,2017,536000,547000,4.33,49.97,13379,13245
28/05/2017,28,5,2017,532000,546000,4.33,49.94,13361,13229
27/05/2017,27,5,2017,532000,546000,4.33,49.8,13361,13229
26/05/2017,26,5,2017,532000,546000,4.33,49.8,13361,13229
25/05/2017,25,5,2017,530000,549000,4.33,48.9,13383,13249
24/05/2017,24,5,2017,533000,548000,4.33,51.36,13383,13249
23/05/2017,23,5,2017,532000,545000,4.33,51.47,13362,13230
22/05/2017,22,5,2017,527000,549000,4.33,50.73,13363,13231
21/05/2017,21,5,2017,527000,549000,4.33,50.33,13477,13343
20/05/2017,20,5,2017,527000,549000,4.33,50.33,13477,13343
19/05/2017,19,5,2017,527000,549000,4.33,50.33,13477,13343
18/05/2017,18,5,2017,532000,544000,4.33,49.35,13410,13276
17/05/2017,17,5,2017,526000,540000,4.33,49.07,13373,13239
16/05/2017,16,5,2017,521000,539000,4.33,48.66,13364,13232
15/05/2017,15,5,2017,521000,539000,4.33,48.85,13386,13252
14/05/2017,14,5,2017,520000,540000,4.33,47.84,13407,13273
13/05/2017,13,5,2017,520000,540000,4.33,47.84,13407,13273
12/5/2017,12,5,2017,520000,540000,4.33,47.84,13407,13273
11/5/2017,11,5,2017,520000,540000,4.33,47.83,13422,13288
10/5/2017,10,5,2017,520000,540000,4.33,47.33,13422,13288
9/5/2017,9,5,2017,521000,541000,4.33,45.88,13384,13250
8/5/2017,8,5,2017,523000,538000,4.33,46.43,13391,13257
7/5/2017,7,5,2017,521000,540000,4.33,46.22,13406,13272
6/5/2017,6,5,2017,521000,540000,4.33,46.22,13406,13272
5/5/2017,5,5,2017,521000,540000,4.33,46.22,13406,13272
4/5/2017,4,5,2017,524000,547000,4.33,45.52,13397,13263
3/5/2017,3,5,2017,532000,547000,4.33,47.82,13363,13231
2/5/2017,2,5,2017,533000,549000,4.33,47.66,13383,13249
1/5/2017,1,5,2017,534000,550000,4.33,48.84,13394,13260
30/04/2017,30,4,2017,534000,550000,4.17,49.33,13394,13260
29/04/2017,29,4,2017,534000,550000,4.17,49.33,13394,13260
28/04/2017,28,4,2017,534000,550000,4.17,49.33,13394,13260
27/04/2017,27,4,2017,535000,549000,4.17,48.97,13365,13233
26/04/2017,26,4,2017,534000,555000,4.17,49.62,13344,13212
25/04/2017,25,4,2017,541000,557000,4.17,49.56,13362,13230
24/04/2017,24,4,2017,542000,555000,4.17,49.23,13387,13253
23/04/2017,23,4,2017,542000,555000,4.17,49.62,13387,13253
22/04/2017,22,4,2017,542000,555000,4.17,49.62,13387,13253
21/04/2017,21,4,2017,542000,555000,4.17,49.62,13387,13253
20/04/2017,20,4,2017,540000,559000,4.17,50.27,13395,13261
19/04/2017,19,4,2017,544000,560000,4.17,50.44,13365,13233
18/04/2017,18,4,2017,543000,558000,4.17,52.41,13365,13233
17/04/2017,17,4,2017,543000,558000,4.17,52.65,13321,13189
16/04/2017,16,4,2017,540000,554000,4.17,53.18,13330,13198
15/04/2017,15,4,2017,540000,554000,4.17,53.18,13330,13198
14/04/2017,14,4,2017,540000,554000,4.17,53.18,13330,13198
13/04/2017,13,4,2017,540000,554000,4.17,53.18,13330,13198
12/4/2017,12,4,2017,535000,551000,4.17,53.11,13364,13232
11/4/2017,11,4,2017,531000,550000,4.17,53.4,13348,13216
10/4/2017,10,4,2017,531000,549000,4.17,53.08,13390,13256
9/4/2017,9,4,2017,528000,552000,4.17,52.24,13408,13274
8/4/2017,8,4,2017,528000,552000,4.17,52.24,13408,13274
7/4/2017,7,4,2017,528000,552000,4.17,52.24,13408,13274
6/4/2017,6,4,2017,531000,551600,4.17,51.7,13394,13260
5/4/2017,5,4,2017,530000,551000,4.17,51.15,13396,13262
4/4/2017,4,4,2017,529000,549000,4.17,51.03,13393,13259
3/4/2017,3,4,2017,528000,548000,4.17,50.24,13391,13257
2/4/2017,2,4,2017,527000,551000,3.61,50.6,13388,13254
1/4/2017,1,4,2017,527000,551000,3.61,50.6,13388,13254
31/03/2017,31,3,2017,527000,551000,3.61,50.6,13388,13254
30/03/2017,30,3,2017,530000,550000,3.61,50.35,13383,13249
29/03/2017,29,3,2017,529000,552000,3.61,49.51,13390,13256
28/03/2017,28,3,2017,531000,549000,3.61,48.37,13381,13247
27/03/2017,27,3,2017,531000,549000,3.61,47.73,13381,13247
26/03/2017,26,3,2017,528000,549600,3.61,47.97,13396,13262
25/03/2017,25,3,2017,528000,549600,3.61,47.97,13396,13262
24/03/2017,24,3,2017,528000,549600,3.61,47.97,13396,13262
23/03/2017,23,3,2017,527000,547000,3.61,47.7,13399,13265
22/03/2017,22,3,2017,526000,545000,3.61,48.04,13402,13268
21/03/2017,21,3,2017,525000,544000,3.61,47.34,13375,13241
20/03/2017,20,3,2017,525000,542000,3.61,48.22,13396,13262
19/03/2017,19,3,2017,523000,541000,3.61,48.78,13409,13275
18/03/2017,18,3,2017,523000,541000,3.61,48.78,13409,13275
17/03/2017,17,3,2017,523000,541000,3.61,48.78,13409,13275
16/03/2017,16,3,2017,521000,537000,3.61,48.75,13403,13269
15/03/2017,15,3,2017,514000,538000,3.61,48.86,13442,13308
14/03/2017,14,3,2017,516000,540000,3.61,47.72,13427,13293
13/03/2017,13,3,2017,518000,541000,3.61,48.4,13431,13297
12/3/2017,12,3,2017,517000,546000,3.61,48.49,13460,13326
11/3/2017,11,3,2017,517000,546000,3.61,48.49,13460,13326
10/3/2017,10,3,2017,517000,546000,3.61,48.49,13460,13326
9/3/2017,9,3,2017,521000,549000,3.61,49.28,13440,13306
8/3/2017,8,3,2017,523000,549000,3.61,50.28,13407,13273
7/3/2017,7,3,2017,524000,552000,3.61,53.14,13417,13283
6/3/2017,6,3,2017,527000,553000,3.61,53.2,13431,13297
5/3/2017,5,3,2017,528000,556000,3.61,53.33,13442,13308
4/3/2017,4,3,2017,528000,556000,3.61,53.33,13442,13308
3/3/2017,3,3,2017,528000,556000,3.61,53.33,13442,13308
2/3/2017,2,3,2017,528000,557000,3.61,52.61,13428,13294
1/3/2017,1,3,2017,529000,556000,3.61,53.83,13428,13294
28/02/2017,28,2,2017,530000,551000,3.83,54.01,13414,13280
27/02/2017,27,2,2017,532000,551000,3.83,54.05,13406,13272
26/02/2017,26,2,2017,531000,550000,3.83,53.99,13403,13269
25/02/2017,25,2,2017,531000,550000,3.83,53.99,13403,13269
24/02/2017,24,2,2017,531000,550000,3.83,53.99,13403,13269
23/02/2017,23,2,2017,527000,551000,3.83,54.45,13427,13293
22/02/2017,22,2,2017,527000,552000,3.83,53.59,13423,13289
21/02/2017,21,2,2017,527000,550000,3.83,54.06,13437,13303
20/02/2017,20,2,2017,526000,548000,3.83,53.97,13419,13285
19/02/2017,19,2,2017,527000,549000,3.83,53.79,13395,13261
18/02/2017,18,2,2017,527000,549000,3.83,53.4,13395,13261
17/02/2017,17,2,2017,527000,549000,3.83,53.4,13395,13261
16/02/2017,16,2,2017,526000,548000,3.83,53.36,13396,13262
15/02/2017,15,2,2017,523000,554000,3.83,53.11,13397,13263
14/02/2017,14,2,2017,523000,554000,3.83,53.2,13397,13263
13/02/2017,13,2,2017,523000,552000,3.83,52.93,13397,13263
12/2/2017,12,2,2017,522000,552000,3.83,53.86,13385,13251
11/2/2017,11,2,2017,522000,552000,3.83,53.86,13385,13251
10/2/2017,10,2,2017,522000,552000,3.83,53.86,13385,13251
9/2/2017,9,2,2017,529000,550000,3.83,53,13375,13241
8/2/2017,8,2,2017,526000,547000,3.83,52.34,13404,13270
7/2/2017,7,2,2017,526000,547000,3.83,52.17,13389,13255
6/2/2017,6,2,2017,523000,547000,3.83,53.01,13396,13262
5/2/2017,5,2,2017,517000,543000,3.83,53.83,13429,13295
4/2/2017,4,2,2017,517000,543000,3.83,53.83,13429,13295
3/2/2017,3,2,2017,517000,543000,3.83,53.83,13429,13295
2/2/2017,2,2,2017,517000,543000,3.83,53.54,13441,13307
1/2/2017,1,2,2017,517000,542000,3.83,53.88,13416,13282
31/01/2017,31,1,2017,512000,547000,3.49,52.81,13410,13276
30/01/2017,30,1,2017,512000,550000,3.49,52.63,13402,13268
29/01/2017,29,1,2017,508000,553000,3.49,53.17,13426,13292
28/01/2017,28,1,2017,508000,553000,3.49,53.17,13426,13292
27/01/2017,27,1,2017,508000,553000,3.49,53.17,13426,13292
26/01/2017,26,1,2017,514000,553000,3.49,53.78,13392,13258
25/01/2017,25,1,2017,517000,551000,3.49,52.75,13407,13273
24/01/2017,24,1,2017,520000,550000,3.49,53.18,13397,13263
23/01/2017,23,1,2017,520000,553000,3.49,52.75,13439,13305
22/01/2017,22,1,2017,515000,550000,3.49,52.42,13449,13315
21/01/2017,21,1,2017,515000,550000,3.49,52.42,13449,13315
20/01/2017,20,1,2017,515000,550000,3.49,52.42,13449,13315
19/01/2017,19,1,2017,515000,549000,3.49,51.37,13443,13309
18/01/2017,18,1,2017,521000,547000,3.49,51.08,13395,13261
17/01/2017,17,1,2017,515000,547000,3.49,52.48,13448,13314
16/01/2017,16,1,2017,513000,545000,3.49,52.52,13421,13287
15/01/2017,15,1,2017,510000,545000,3.49,52.45,13375,13241
14/01/2017,14,1,2017,510000,545000,3.49,52.37,13375,13241
13/01/2017,13,1,2017,510000,545000,3.49,52.37,13375,13241
12/1/2017,12,1,2017,509000,542000,3.49,53.01,13354,13222
11/1/2017,11,1,2017,507000,546000,3.49,52.25,13394,13260
10/1/2017,10,1,2017,507000,547000,3.49,50.82,13387,13253
9/1/2017,9,1,2017,502000,546000,3.49,51.96,13452,13318
8/1/2017,8,1,2017,506000,546000,3.49,53.99,13414,13280
7/1/2017,7,1,2017,506000,546000,3.49,53.99,13414,13280
6/1/2017,6,1,2017,506000,546000,3.49,53.99,13414,13280
5/1/2017,5,1,2017,506000,546000,3.49,53.76,13437,13303
4/1/2017,4,1,2017,506000,546000,3.49,53.26,13545,13411
3/1/2017,3,1,2017,506000,546000,3.49,52.33,13552,13418
2/1/2017,2,1,2017,506000,546000,3.49,54.03,13552,13418
1/1/2017,1,1,2017,506000,546000,3.49,54.03,13552,13418
